,source,page number,segment number,description,proposed_name,proposed_target,smiles,inchi,inchikey,validation
0,DH-MOTM-Poster-April-2023.pdf,0,0,"MK-0616
PCSK9
oral macrocyclic peptide inhibitor of PCSK9
Ph. III for hypercholesterolemia planned 2H 2023
from mRNA display + SBDD
J. Am. Coll. Cardiol., April 25, 2023
MERCK, RAHWAY, NJ
O
O",MK-0616,PCSK9,O.[H]C1[CH]OCC(=O)NCC2=CC=CCC3C(=C2)C[CH]32NC(=O)C(CNC(=O)CCCCC[N+](C)(C)C)NC(=O)C(C)NC(=O)CCC(=O)N(CCCCN[CH]C)(CCCCCCN3C=C(C[CH]NC2=O)C2=C3C=CC(F)=C2)CC2=CC=C(C=C2)CCNCC(C)NCC(CC2=CC=C(OC)C=C2)NCC(C(C)O)NC1=O,,,False
1,DH-MOTM-Poster-April-2023.pdf,0,1,"oral KRASG12C(ON) tri-complex inhibitor
Ph. I/Ib for adv. solid tumors
from FBDD + SBDD
AACR, April 2023
REVOLUTION MEDICINES, REDWOOD CITY, CA
RMC-6291
KRASG12C
O",oral KRASG12C(ON) tri-complex inhibitor,Ph. I/Ib for adv. solid tumors,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)N1CCO[C@@H](C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C3(F)CCN(C(=O)C#CC(C)(C)N(C)C)CC3)C(=O)N3CCC[C@H](N3)C(=O)OCC(C)(C)C2)C1,"InChI=1S/C55H78FN9O8/c1-13-64-44-19-18-37-30-40(44)41(48(64)39-16-14-24-57-46(39)36(4)71-12)32-53(5,6)34-73-51(69)42-17-15-25-65(59-42)50(68)43(31-38-33-63(37)28-29-72-38)58-49(67)47(35(2)3)61(11)52(70)55(56)22-26-62(27-23-55)45(66)20-21-54(7,8)60(9)10/h14,16,18-19,24,30,35-36,38,42-43,47,59H,13,15,17,22-23,25-29,31-34H2,1-12H3,(H,58,67)/t36-,38-,42-,43-,47-/m0/s1",HJNFYLSFWYRSHS-CMZSUCOPSA-N,True
2,DH-MOTM-Poster-April-2023.pdf,0,2,"camlipixant  
P2X3
oral BID P2X3 receptor antagonist
Ph. III for first-line treatment of refractory 
chronic cough
non-competitive homotrimeric receptor antagonist;
discovery not disclosed
GSK acquisition announcement, April 18, 2023
O
HN",camlipixant  ,P2X3,CNC(=O)c1cc(F)c(-c2nc3cc(C)ccn3c2C[C@H]2CN(C(=O)OC)CCO2)c(F)c1,"InChI=1S/C23H24F2N4O4/c1-13-4-5-29-18(11-15-12-28(6-7-33-15)23(31)32-3)21(27-19(29)8-13)20-16(24)9-14(10-17(20)25)22(30)26-2/h4-5,8-10,15H,6-7,11-12H2,1-3H3,(H,26,30)/t15-/m0/s1",SEHLMRJSQFAPCJ-HNNXBMFYSA-N,True
3,DH-MOTM-Poster-April-2023.pdf,0,3,"BAY-747
sGC
oral QD sGC stimulator
Ph. I in healthy volunteers completed
from HTS + optimization
J. Med. Chem., April 11, 2023
BAYER, WUPPERTAL, DE
NH2",BAY-747,sGC,CC[C@](C)(N)CNC(=O)c1c(C)nc2c(OCc3c(F)cccc3F)cc(C)cn12,"InChI=1S/C22H26F2N4O2/c1-5-22(4,25)12-26-21(29)19-14(3)27-20-18(9-13(2)10-28(19)20)30-11-15-16(23)7-6-8-17(15)24/h6-10H,5,11-12,25H2,1-4H3,(H,26,29)/t22-/m0/s1",MITNUFZPBQIMAT-QFIPXVFZSA-N,True
4,DH-MOTM-Poster-April-2023.pdf,0,4,"gepotidacin 
bacterial topoisomerase
oral BID antibacterial Type II topoisomerase inhibito
Ph. III for uncomplicated UTIs
from unbiased antibacterial screen + opt.
ECCMID, April 2023
GLAXO (GSK), STEVENAGE, UK
N
O",gepotidacin ,bacterial topoisomerase,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,"InChI=1S/C24H28N6O3/c31-22-4-3-20-24-29(22)15-19(30(24)23(32)13-27-20)14-28-7-5-17(6-8-28)25-11-18-10-16-2-1-9-33-21(16)12-26-18/h3-4,10,12-13,17,19,25H,1-2,5-9,11,14-15H2/t19-/m1/s1",PZFAZQUREQIODZ-LJQANCHMSA-N,True
5,DH-MOTM-Poster-April-2023.pdf,0,5,"CFT1946
BRAFV600X
oral mutant-selective BRAFV600X degrader
Ph. I for BRAF-driven cancers
from CRBN-based E3 recruiter + vemurafenib
AACR, April 2023
C4 THERAPEUTICS, WATERTOWN, MA
OH
O",CFT1946,BRAFV600X,CCN(C)S(=O)(=O)NC1=CC=C(C(=C1C#N)OC2=CC=C3C(=C2)C(=O)N(C=N3)[C@@H]4CC5(CCN(CC5)C(=O)CC6(CCN(CC6)C7=C(C=C8C(=C7)N(C)N=C8N9CCC(=O)NC9=O)F)O)OC4)F,"InChI=1S/C45H49F2N11O9S/c1-4-53(2)68(64,65)52-35-8-6-32(46)40(31(35)24-48)67-28-5-7-34-29(19-28)42(61)58(26-49-34)27-22-45(66-25-27)12-17-56(18-13-45)39(60)23-44(63)10-15-55(16-11-44)37-21-36-30(20-33(37)47)41(51-54(36)3)57-14-9-38(59)50-43(57)62/h5-8,19-21,26-27,52,63H,4,9-18,22-23,25H2,1-3H3,(H,50,59,62)/t27-/m1/s1",OCDRMYDQTIPVOI-HHHXNRCGSA-N,True
6,DH-MOTM-Poster-April-2023.pdf,0,6,"IOA-244
PI3Kd
oral QD non-competitive PI3Kd inhibitor
Ph. I in metastatic cancers
from focused kinase inhibitor screen (60K cmpds) 
+ opt.
Cancer Res. Commun., April 14, 2023
MERCK SERONO / IONCTURA, CH
O",IOA-244,PI3Kd,O=C(c1nn(-c2ccc(CN3CCOCC3)cc2)c2c1CS(=O)(=O)c1c(F)cccc1-2)N1CCOCC1,"InChI=1S/C26H27FN4O5S/c27-22-3-1-2-20-24-21(17-37(33,34)25(20)22)23(26(32)30-10-14-36-15-11-30)28-31(24)19-6-4-18(5-7-19)16-29-8-12-35-13-9-29/h1-7H,8-17H2",NFHSJYKXENYICE-UHFFFAOYSA-N,True
7,DH-MOTM-Poster-April-2023.pdf,0,7,"ARV-766
AR
oral AR-degrading PROTAC
Ph. II for adv. prostate cancer
from CRBN-based E3 recruiter + AR ligand
AACR, April 2023
ARVINAS, NEW HAVEN, CT
O
O",ARV-766,AR,COc1cc(OC2C(C)(C)C(NC(=O)c3ccc(N4CCC(CN5CCN(c6ccc(C(=O)N[C@H]7CCC(=O)NC7=O)c(F)c6)CC5)CC4)cc3)C2(C)C)ccc1C#N,"InChI=1S/C45H54FN7O6/c1-44(2)42(45(3,4)43(44)59-33-12-8-30(26-47)37(25-33)58-5)50-39(55)29-6-9-31(10-7-29)52-18-16-28(17-19-52)27-51-20-22-53(23-21-51)32-11-13-34(35(46)24-32)40(56)48-36-14-15-38(54)49-41(36)57/h6-13,24-25,28,36,42-43H,14-23,27H2,1-5H3,(H,48,56)(H,50,55)(H,49,54,57)/t36-,42?,43?/m0/s1",RDPPBRKNBBXPNZ-PJXMSJPKSA-N,True
8,DH-MOTM-Poster-April-2023.pdf,0,8,"difamilast
PDE4B
topical PDE4 inhibitor
marketed in Japan
PDE4B subtype-selective inhibitor; discovery 
not disclosed
JPET, April 11, 2023
OTSUKA, TOKYO, JP
O",difamilast,PDE4B,CCOc1ccccc1C(=O)NCc1coc(-c2ccc(OC(F)F)c(OC(C)C)c2)n1,"InChI=1S/C23H24F2N2O5/c1-4-29-18-8-6-5-7-17(18)21(28)26-12-16-13-30-22(27-16)15-9-10-19(32-23(24)25)20(11-15)31-14(2)3/h5-11,13-14,23H,4,12H2,1-3H3,(H,26,28)",VFBILHPIHUPBPZ-UHFFFAOYSA-N,True
9,DH-MOTM-Poster-April-2023.pdf,0,9,"navoximod 
IDO
oral IDO1 inhibitor
Ph. I completed (50-800 mg) for cancer
from phenylimidazole + SBDD
JPET, April 14, 2023
NEWLINK / GENENTECH
N
OH
H
H",navoximod ,IDO,[H][C@]1([C@H](O)C[C@H]2c3c(F)cccc3-c3cncn32)CC[C@H](O)CC1,"InChI=1S/C18H21FN2O2/c19-14-3-1-2-13-16-9-20-10-21(16)15(18(13)14)8-17(23)11-4-6-12(22)7-5-11/h1-3,9-12,15,17,22-23H,4-8H2/t11-,12-,15-,17+/m0/s1",YGACXVRLDHEXKY-WXRXAMBDSA-N,True
